AP,AP50,AP75,AP_small,AP_medium,AP_large,AR1,AR10,AR100,AR_small,AR_medium,AR_large
0.36269063913549077,0.7188687104411203,0.3129102906066581,0.26137803537834575,0.5240718312093574,0.6557118932733255,0.14729437229437228,0.4453463203463204,0.547267316017316,0.46184373708143867,0.6992281303602058,0.8076923076923075
0.3761632292412598,0.7402286674667131,0.32901179579802514,0.27634602633664357,0.5364801966780474,0.6629013151935853,0.15097402597402598,0.4566287878787879,0.5555465367965368,0.4708143861099628,0.7062607204116638,0.8153846153846154
0.3882146764242062,0.7565780615276743,0.3467253859668834,0.2878921128752217,0.5462310620296577,0.666172655972966,0.15319264069264069,0.4665584415584415,0.5629870129870129,0.47999173212071106,0.7106346483704975,0.8153846153846154
0.3968867814661881,0.7702852733132971,0.357667064139052,0.29683006144900587,0.5527485770474918,0.6717927567047735,0.15616883116883115,0.47435064935064924,0.5692099567099567,0.48912773873501453,0.7108919382504287,0.8205128205128205
0.405143516334864,0.7792068981337132,0.3685681850095259,0.3045887595366999,0.5613672046809279,0.6716285158275095,0.1588474025974026,0.481926406926407,0.5731060606060606,0.4941711451012815,0.7130360205831904,0.8179487179487179
0.4112006042398267,0.7875548771359632,0.37218904302857225,0.309931914589099,0.5681675910905089,0.6751773357875889,0.15979437229437227,0.48636363636363633,0.5771915584415586,0.49863579991732115,0.71663807890223,0.8179487179487179
0.41552485533054073,0.7924509331285925,0.37856451900742716,0.31427091805910323,0.5724318447777129,0.6761504782650732,0.16076839826839825,0.4901515151515151,0.5796807359307359,0.5025630425795783,0.7162092624356775,0.8196581196581196
0.4177886462739086,0.7952892211185154,0.3807431151108048,0.31492068224928843,0.575277345783802,0.6780514272080697,0.16171536796536795,0.49109848484848484,0.58125,0.5034725093013642,0.7188679245283018,0.8247863247863247
0.41886560682429597,0.7956716567097676,0.3794691468588853,0.31542078011821023,0.5773947092335542,0.6794531709845054,0.16233766233766234,0.49093614718614714,0.58241341991342,0.5047126911947086,0.7200686106346483,0.823076923076923
0.4146443972914918,0.7913711833186066,0.3797276991495914,0.31328859084086763,0.5713428173194641,0.6727834974807034,0.16055194805194808,0.48942099567099573,0.5799512987012987,0.5030177759404713,0.7164665523156089,0.8170940170940171
0.3284249940355916,0.6610469553584325,0.28127145071638815,0.2001813642142608,0.5354865613510925,0.6631274517824853,0.14385822510822513,0.40695346320346326,0.5015422077922078,0.39355105415460934,0.6946826758147513,0.8179487179487179
0.31448028221993596,0.6486292047288771,0.25903142501739246,0.18413142284561537,0.523538668734302,0.6702128646447483,0.1419642857142857,0.40067640692640694,0.4946428571428571,0.3869780901198842,0.6855917667238421,0.8264957264957264
0.3326851946709065,0.6333255950873056,0.3063860061258866,0.24092756343842617,0.4828314491869733,0.5772387852931092,0.14169372294372293,0.4267857142857142,0.5502164502164502,0.48114923522116576,0.6704974271012007,0.7846153846153846
0.27976122013884513,0.5640352684210224,0.24510707220265004,0.199693381629978,0.4079125153024385,0.5773829479619763,0.12256493506493508,0.3852813852813853,0.522267316017316,0.44588673005374124,0.6526586620926242,0.8042735042735043
0.3883391188870638,0.7130403272501562,0.3710845030069697,0.28730766484211506,0.551929932026153,0.6417779785292423,0.1528409090909091,0.4787337662337663,0.6308441558441558,0.5564282761471682,0.7631217838765008,0.8564102564102564
